dec,bin,gray
26825,0110100011001001,0101110010101101
26826,0110100011001010,0101110010101111
26827,0110100011001011,0101110010101110
26828,0110100011001100,0101110010101010
26829,0110100011001101,0101110010101011
26830,0110100011001110,0101110010101001
26831,0110100011001111,0101110010101000
26832,0110100011010000,0101110010111000
26833,0110100011010001,0101110010111001
26834,0110100011010010,0101110010111011
26835,0110100011010011,0101110010111010
26836,0110100011010100,0101110010111110
26837,0110100011010101,0101110010111111
26838,0110100011010110,0101110010111101
26839,0110100011010111,0101110010111100
26840,0110100011011000,0101110010110100
26841,0110100011011001,0101110010110101
26842,0110100011011010,0101110010110111
26843,0110100011011011,0101110010110110
26844,0110100011011100,0101110010110010
26845,0110100011011101,0101110010110011
26846,0110100011011110,0101110010110001
26847,0110100011011111,0101110010110000
26848,0110100011100000,0101110010010000
26849,0110100011100001,0101110010010001
26850,0110100011100010,0101110010010011
26851,0110100011100011,0101110010010010
26852,0110100011100100,0101110010010110
26853,0110100011100101,0101110010010111
26854,0110100011100110,0101110010010101
26855,0110100011100111,0101110010010100
26856,0110100011101000,0101110010011100
26857,0110100011101001,0101110010011101
26858,0110100011101010,0101110010011111
26859,0110100011101011,0101110010011110
26860,0110100011101100,0101110010011010
26861,0110100011101101,0101110010011011
26862,0110100011101110,0101110010011001
26863,0110100011101111,0101110010011000
26864,0110100011110000,0101110010001000
26865,0110100011110001,0101110010001001
26866,0110100011110010,0101110010001011
26867,0110100011110011,0101110010001010
26868,0110100011110100,0101110010001110
26869,0110100011110101,0101110010001111
26870,0110100011110110,0101110010001101
26871,0110100011110111,0101110010001100
26872,0110100011111000,0101110010000100
26873,0110100011111001,0101110010000101
26874,0110100011111010,0101110010000111
26875,0110100011111011,0101110010000110
26876,0110100011111100,0101110010000010
26877,0110100011111101,0101110010000011
26878,0110100011111110,0101110010000001
26879,0110100011111111,0101110010000000
26880,0110100100000000,0101110110000000
26881,0110100100000001,0101110110000001
26882,0110100100000010,0101110110000011
26883,0110100100000011,0101110110000010
26884,0110100100000100,0101110110000110
26885,0110100100000101,0101110110000111
26886,0110100100000110,0101110110000101
26887,0110100100000111,0101110110000100
26888,0110100100001000,0101110110001100
26889,0110100100001001,0101110110001101
26890,0110100100001010,0101110110001111
26891,0110100100001011,0101110110001110
26892,0110100100001100,0101110110001010
26893,0110100100001101,0101110110001011
26894,0110100100001110,0101110110001001
26895,0110100100001111,0101110110001000
26896,0110100100010000,0101110110011000
26897,0110100100010001,0101110110011001
26898,0110100100010010,0101110110011011
26899,0110100100010011,0101110110011010
26900,0110100100010100,0101110110011110
26901,0110100100010101,0101110110011111
26902,0110100100010110,0101110110011101
26903,0110100100010111,0101110110011100
26904,0110100100011000,0101110110010100
26905,0110100100011001,0101110110010101
26906,0110100100011010,0101110110010111
26907,0110100100011011,0101110110010110
26908,0110100100011100,0101110110010010
26909,0110100100011101,0101110110010011
26910,0110100100011110,0101110110010001
26911,0110100100011111,0101110110010000
26912,0110100100100000,0101110110110000
26913,0110100100100001,0101110110110001
26914,0110100100100010,0101110110110011
26915,0110100100100011,0101110110110010
26916,0110100100100100,0101110110110110
26917,0110100100100101,0101110110110111
26918,0110100100100110,0101110110110101
26919,0110100100100111,0101110110110100
26920,0110100100101000,0101110110111100
26921,0110100100101001,0101110110111101
26922,0110100100101010,0101110110111111
26923,0110100100101011,0101110110111110
26924,0110100100101100,0101110110111010
26925,0110100100101101,0101110110111011
26926,0110100100101110,0101110110111001
26927,0110100100101111,0101110110111000
26928,0110100100110000,0101110110101000
26929,0110100100110001,0101110110101001
26930,0110100100110010,0101110110101011
26931,0110100100110011,0101110110101010
26932,0110100100110100,0101110110101110
26933,0110100100110101,0101110110101111
26934,0110100100110110,0101110110101101
26935,0110100100110111,0101110110101100
26936,0110100100111000,0101110110100100
26937,0110100100111001,0101110110100101
26938,0110100100111010,0101110110100111
26939,0110100100111011,0101110110100110
26940,0110100100111100,0101110110100010
26941,0110100100111101,0101110110100011
26942,0110100100111110,0101110110100001
26943,0110100100111111,0101110110100000
26944,0110100101000000,0101110111100000
26945,0110100101000001,0101110111100001
26946,0110100101000010,0101110111100011
26947,0110100101000011,0101110111100010
26948,0110100101000100,0101110111100110
26949,0110100101000101,0101110111100111
26950,0110100101000110,0101110111100101
26951,0110100101000111,0101110111100100
26952,0110100101001000,0101110111101100
26953,0110100101001001,0101110111101101
26954,0110100101001010,0101110111101111
26955,0110100101001011,0101110111101110
26956,0110100101001100,0101110111101010
26957,0110100101001101,0101110111101011
26958,0110100101001110,0101110111101001
26959,0110100101001111,0101110111101000
26960,0110100101010000,0101110111111000
26961,0110100101010001,0101110111111001
26962,0110100101010010,0101110111111011
26963,0110100101010011,0101110111111010
26964,0110100101010100,0101110111111110
26965,0110100101010101,0101110111111111
26966,0110100101010110,0101110111111101
26967,0110100101010111,0101110111111100
26968,0110100101011000,0101110111110100
26969,0110100101011001,0101110111110101
26970,0110100101011010,0101110111110111
26971,0110100101011011,0101110111110110
26972,0110100101011100,0101110111110010
26973,0110100101011101,0101110111110011
26974,0110100101011110,0101110111110001
26975,0110100101011111,0101110111110000
26976,0110100101100000,0101110111010000
26977,0110100101100001,0101110111010001
26978,0110100101100010,0101110111010011
26979,0110100101100011,0101110111010010
26980,0110100101100100,0101110111010110
26981,0110100101100101,0101110111010111
26982,0110100101100110,0101110111010101
26983,0110100101100111,0101110111010100
26984,0110100101101000,0101110111011100
26985,0110100101101001,0101110111011101
26986,0110100101101010,0101110111011111
26987,0110100101101011,0101110111011110
26988,0110100101101100,0101110111011010
26989,0110100101101101,0101110111011011
26990,0110100101101110,0101110111011001
26991,0110100101101111,0101110111011000
26992,0110100101110000,0101110111001000
26993,0110100101110001,0101110111001001
26994,0110100101110010,0101110111001011
26995,0110100101110011,0101110111001010
26996,0110100101110100,0101110111001110
26997,0110100101110101,0101110111001111
26998,0110100101110110,0101110111001101
26999,0110100101110111,0101110111001100
27000,0110100101111000,0101110111000100
27001,0110100101111001,0101110111000101
27002,0110100101111010,0101110111000111
27003,0110100101111011,0101110111000110
27004,0110100101111100,0101110111000010
27005,0110100101111101,0101110111000011
27006,0110100101111110,0101110111000001
27007,0110100101111111,0101110111000000
27008,0110100110000000,0101110101000000
27009,0110100110000001,0101110101000001
27010,0110100110000010,0101110101000011
27011,0110100110000011,0101110101000010
27012,0110100110000100,0101110101000110
27013,0110100110000101,0101110101000111
27014,0110100110000110,0101110101000101
27015,0110100110000111,0101110101000100
27016,0110100110001000,0101110101001100
27017,0110100110001001,0101110101001101
27018,0110100110001010,0101110101001111
27019,0110100110001011,0101110101001110
27020,0110100110001100,0101110101001010
27021,0110100110001101,0101110101001011
27022,0110100110001110,0101110101001001
27023,0110100110001111,0101110101001000
27024,0110100110010000,0101110101011000
27025,0110100110010001,0101110101011001
27026,0110100110010010,0101110101011011
27027,0110100110010011,0101110101011010
27028,0110100110010100,0101110101011110
27029,0110100110010101,0101110101011111
27030,0110100110010110,0101110101011101
27031,0110100110010111,0101110101011100
27032,0110100110011000,0101110101010100
27033,0110100110011001,0101110101010101
27034,0110100110011010,0101110101010111
27035,0110100110011011,0101110101010110
27036,0110100110011100,0101110101010010
27037,0110100110011101,0101110101010011
27038,0110100110011110,0101110101010001
27039,0110100110011111,0101110101010000
27040,0110100110100000,0101110101110000
27041,0110100110100001,0101110101110001
27042,0110100110100010,0101110101110011
27043,0110100110100011,0101110101110010
27044,0110100110100100,0101110101110110
27045,0110100110100101,0101110101110111
27046,0110100110100110,0101110101110101
27047,0110100110100111,0101110101110100
27048,0110100110101000,0101110101111100
27049,0110100110101001,0101110101111101
27050,0110100110101010,0101110101111111
27051,0110100110101011,0101110101111110
27052,0110100110101100,0101110101111010
27053,0110100110101101,0101110101111011
27054,0110100110101110,0101110101111001
27055,0110100110101111,0101110101111000
27056,0110100110110000,0101110101101000
27057,0110100110110001,0101110101101001
27058,0110100110110010,0101110101101011
27059,0110100110110011,0101110101101010
27060,0110100110110100,0101110101101110
27061,0110100110110101,0101110101101111
27062,0110100110110110,0101110101101101
27063,0110100110110111,0101110101101100
27064,0110100110111000,0101110101100100
27065,0110100110111001,0101110101100101
27066,0110100110111010,0101110101100111
27067,0110100110111011,0101110101100110
27068,0110100110111100,0101110101100010
27069,0110100110111101,0101110101100011
27070,0110100110111110,0101110101100001
27071,0110100110111111,0101110101100000
27072,0110100111000000,0101110100100000
27073,0110100111000001,0101110100100001
27074,0110100111000010,0101110100100011
27075,0110100111000011,0101110100100010
27076,0110100111000100,0101110100100110
27077,0110100111000101,0101110100100111
27078,0110100111000110,0101110100100101
27079,0110100111000111,0101110100100100
27080,0110100111001000,0101110100101100
27081,0110100111001001,0101110100101101
27082,0110100111001010,0101110100101111
27083,0110100111001011,0101110100101110
27084,0110100111001100,0101110100101010
27085,0110100111001101,0101110100101011
27086,0110100111001110,0101110100101001
27087,0110100111001111,0101110100101000
27088,0110100111010000,0101110100111000
27089,0110100111010001,0101110100111001
27090,0110100111010010,0101110100111011
27091,0110100111010011,0101110100111010
27092,0110100111010100,0101110100111110
27093,0110100111010101,0101110100111111
27094,0110100111010110,0101110100111101
27095,0110100111010111,0101110100111100
27096,0110100111011000,0101110100110100
27097,0110100111011001,0101110100110101
27098,0110100111011010,0101110100110111
27099,0110100111011011,0101110100110110
27100,0110100111011100,0101110100110010
27101,0110100111011101,0101110100110011
27102,0110100111011110,0101110100110001
27103,0110100111011111,0101110100110000
27104,0110100111100000,0101110100010000
27105,0110100111100001,0101110100010001
27106,0110100111100010,0101110100010011
27107,0110100111100011,0101110100010010
27108,0110100111100100,0101110100010110
27109,0110100111100101,0101110100010111
27110,0110100111100110,0101110100010101
27111,0110100111100111,0101110100010100
27112,0110100111101000,0101110100011100
27113,0110100111101001,0101110100011101
27114,0110100111101010,0101110100011111
27115,0110100111101011,0101110100011110
27116,0110100111101100,0101110100011010
27117,0110100111101101,0101110100011011
27118,0110100111101110,0101110100011001
27119,0110100111101111,0101110100011000
27120,0110100111110000,0101110100001000
27121,0110100111110001,0101110100001001
27122,0110100111110010,0101110100001011
27123,0110100111110011,0101110100001010
27124,0110100111110100,0101110100001110
27125,0110100111110101,0101110100001111
27126,0110100111110110,0101110100001101
27127,0110100111110111,0101110100001100
27128,0110100111111000,0101110100000100
27129,0110100111111001,0101110100000101
27130,0110100111111010,0101110100000111
27131,0110100111111011,0101110100000110
27132,0110100111111100,0101110100000010
27133,0110100111111101,0101110100000011
27134,0110100111111110,0101110100000001
27135,0110100111111111,0101110100000000
27136,0110101000000000,0101111100000000
27137,0110101000000001,0101111100000001
27138,0110101000000010,0101111100000011
27139,0110101000000011,0101111100000010
27140,0110101000000100,0101111100000110
27141,0110101000000101,0101111100000111
27142,0110101000000110,0101111100000101
27143,0110101000000111,0101111100000100
27144,0110101000001000,0101111100001100
27145,0110101000001001,0101111100001101
27146,0110101000001010,0101111100001111
27147,0110101000001011,0101111100001110
27148,0110101000001100,0101111100001010
27149,0110101000001101,0101111100001011
27150,0110101000001110,0101111100001001
27151,0110101000001111,0101111100001000
27152,0110101000010000,0101111100011000
27153,0110101000010001,0101111100011001
27154,0110101000010010,0101111100011011
27155,0110101000010011,0101111100011010
27156,0110101000010100,0101111100011110
27157,0110101000010101,0101111100011111
27158,0110101000010110,0101111100011101
27159,0110101000010111,0101111100011100
27160,0110101000011000,0101111100010100
27161,0110101000011001,0101111100010101
27162,0110101000011010,0101111100010111
27163,0110101000011011,0101111100010110
27164,0110101000011100,0101111100010010
27165,0110101000011101,0101111100010011
27166,0110101000011110,0101111100010001
27167,0110101000011111,0101111100010000
27168,0110101000100000,0101111100110000
27169,0110101000100001,0101111100110001
27170,0110101000100010,0101111100110011
27171,0110101000100011,0101111100110010
27172,0110101000100100,0101111100110110
27173,0110101000100101,0101111100110111
27174,0110101000100110,0101111100110101
27175,0110101000100111,0101111100110100
27176,0110101000101000,0101111100111100
27177,0110101000101001,0101111100111101
27178,0110101000101010,0101111100111111
27179,0110101000101011,0101111100111110
27180,0110101000101100,0101111100111010
27181,0110101000101101,0101111100111011
27182,0110101000101110,0101111100111001
27183,0110101000101111,0101111100111000
27184,0110101000110000,0101111100101000
27185,0110101000110001,0101111100101001
27186,0110101000110010,0101111100101011
27187,0110101000110011,0101111100101010
27188,0110101000110100,0101111100101110
27189,0110101000110101,0101111100101111
27190,0110101000110110,0101111100101101
27191,0110101000110111,0101111100101100
27192,0110101000111000,0101111100100100
27193,0110101000111001,0101111100100101
27194,0110101000111010,0101111100100111
27195,0110101000111011,0101111100100110
27196,0110101000111100,0101111100100010
27197,0110101000111101,0101111100100011
27198,0110101000111110,0101111100100001
27199,0110101000111111,0101111100100000
27200,0110101001000000,0101111101100000
27201,0110101001000001,0101111101100001
27202,0110101001000010,0101111101100011
27203,0110101001000011,0101111101100010
27204,0110101001000100,0101111101100110
27205,0110101001000101,0101111101100111
27206,0110101001000110,0101111101100101
27207,0110101001000111,0101111101100100
27208,0110101001001000,0101111101101100
27209,0110101001001001,0101111101101101
27210,0110101001001010,0101111101101111
27211,0110101001001011,0101111101101110
27212,0110101001001100,0101111101101010
27213,0110101001001101,0101111101101011
27214,0110101001001110,0101111101101001
27215,0110101001001111,0101111101101000
27216,0110101001010000,0101111101111000
27217,0110101001010001,0101111101111001
27218,0110101001010010,0101111101111011
27219,0110101001010011,0101111101111010
27220,0110101001010100,0101111101111110
27221,0110101001010101,0101111101111111
27222,0110101001010110,0101111101111101
27223,0110101001010111,0101111101111100
27224,0110101001011000,0101111101110100
27225,0110101001011001,0101111101110101
27226,0110101001011010,0101111101110111
27227,0110101001011011,0101111101110110
27228,0110101001011100,0101111101110010
27229,0110101001011101,0101111101110011
27230,0110101001011110,0101111101110001
27231,0110101001011111,0101111101110000
27232,0110101001100000,0101111101010000
27233,0110101001100001,0101111101010001
27234,0110101001100010,0101111101010011
27235,0110101001100011,0101111101010010
27236,0110101001100100,0101111101010110
27237,0110101001100101,0101111101010111
27238,0110101001100110,0101111101010101
27239,0110101001100111,0101111101010100
27240,0110101001101000,0101111101011100
27241,0110101001101001,0101111101011101
27242,0110101001101010,0101111101011111
27243,0110101001101011,0101111101011110
27244,0110101001101100,0101111101011010
27245,0110101001101101,0101111101011011
27246,0110101001101110,0101111101011001
27247,0110101001101111,0101111101011000
27248,0110101001110000,0101111101001000
27249,0110101001110001,0101111101001001
27250,0110101001110010,0101111101001011
27251,0110101001110011,0101111101001010
27252,0110101001110100,0101111101001110
27253,0110101001110101,0101111101001111
27254,0110101001110110,0101111101001101
27255,0110101001110111,0101111101001100
27256,0110101001111000,0101111101000100
27257,0110101001111001,0101111101000101
27258,0110101001111010,0101111101000111
27259,0110101001111011,0101111101000110
27260,0110101001111100,0101111101000010
27261,0110101001111101,0101111101000011
27262,0110101001111110,0101111101000001
27263,0110101001111111,0101111101000000
27264,0110101010000000,0101111111000000
27265,0110101010000001,0101111111000001
27266,0110101010000010,0101111111000011
27267,0110101010000011,0101111111000010
27268,0110101010000100,0101111111000110
27269,0110101010000101,0101111111000111
27270,0110101010000110,0101111111000101
27271,0110101010000111,0101111111000100
27272,0110101010001000,0101111111001100
27273,0110101010001001,0101111111001101
27274,0110101010001010,0101111111001111
27275,0110101010001011,0101111111001110
27276,0110101010001100,0101111111001010
27277,0110101010001101,0101111111001011
27278,0110101010001110,0101111111001001
27279,0110101010001111,0101111111001000
27280,0110101010010000,0101111111011000
27281,0110101010010001,0101111111011001
27282,0110101010010010,0101111111011011
27283,0110101010010011,0101111111011010
27284,0110101010010100,0101111111011110
27285,0110101010010101,0101111111011111
27286,0110101010010110,0101111111011101
27287,0110101010010111,0101111111011100
27288,0110101010011000,0101111111010100
27289,0110101010011001,0101111111010101
27290,0110101010011010,0101111111010111
27291,0110101010011011,0101111111010110
27292,0110101010011100,0101111111010010
27293,0110101010011101,0101111111010011
27294,0110101010011110,0101111111010001
27295,0110101010011111,0101111111010000
27296,0110101010100000,0101111111110000
27297,0110101010100001,0101111111110001
27298,0110101010100010,0101111111110011
27299,0110101010100011,0101111111110010
27300,0110101010100100,0101111111110110
27301,0110101010100101,0101111111110111
27302,0110101010100110,0101111111110101
27303,0110101010100111,0101111111110100
27304,0110101010101000,0101111111111100
27305,0110101010101001,0101111111111101
27306,0110101010101010,0101111111111111
27307,0110101010101011,0101111111111110
27308,0110101010101100,0101111111111010
27309,0110101010101101,0101111111111011
27310,0110101010101110,0101111111111001
27311,0110101010101111,0101111111111000
27312,0110101010110000,0101111111101000
27313,0110101010110001,0101111111101001
27314,0110101010110010,0101111111101011
27315,0110101010110011,0101111111101010
27316,0110101010110100,0101111111101110
27317,0110101010110101,0101111111101111
27318,0110101010110110,0101111111101101
27319,0110101010110111,0101111111101100
27320,0110101010111000,0101111111100100
27321,0110101010111001,0101111111100101
27322,0110101010111010,0101111111100111
27323,0110101010111011,0101111111100110
27324,0110101010111100,0101111111100010
27325,0110101010111101,0101111111100011
27326,0110101010111110,0101111111100001
27327,0110101010111111,0101111111100000
27328,0110101011000000,0101111110100000
27329,0110101011000001,0101111110100001
27330,0110101011000010,0101111110100011
27331,0110101011000011,0101111110100010
27332,0110101011000100,0101111110100110
27333,0110101011000101,0101111110100111
27334,0110101011000110,0101111110100101
27335,0110101011000111,0101111110100100
27336,0110101011001000,0101111110101100
27337,0110101011001001,0101111110101101
27338,0110101011001010,0101111110101111
27339,0110101011001011,0101111110101110
27340,0110101011001100,0101111110101010
27341,0110101011001101,0101111110101011
27342,0110101011001110,0101111110101001
27343,0110101011001111,0101111110101000
27344,0110101011010000,0101111110111000
27345,0110101011010001,0101111110111001
27346,0110101011010010,0101111110111011
27347,0110101011010011,0101111110111010
27348,0110101011010100,0101111110111110
27349,0110101011010101,0101111110111111
27350,0110101011010110,0101111110111101
27351,0110101011010111,0101111110111100
27352,0110101011011000,0101111110110100
27353,0110101011011001,0101111110110101
27354,0110101011011010,0101111110110111
27355,0110101011011011,0101111110110110
27356,0110101011011100,0101111110110010
27357,0110101011011101,0101111110110011
27358,0110101011011110,0101111110110001
27359,0110101011011111,0101111110110000
27360,0110101011100000,0101111110010000
27361,0110101011100001,0101111110010001
27362,0110101011100010,0101111110010011
27363,0110101011100011,0101111110010010
27364,0110101011100100,0101111110010110
27365,0110101011100101,0101111110010111
27366,0110101011100110,0101111110010101
27367,0110101011100111,0101111110010100
27368,0110101011101000,0101111110011100
27369,0110101011101001,0101111110011101
27370,0110101011101010,0101111110011111
27371,0110101011101011,0101111110011110
27372,0110101011101100,0101111110011010
27373,0110101011101101,0101111110011011
27374,0110101011101110,0101111110011001
27375,0110101011101111,0101111110011000
27376,0110101011110000,0101111110001000
27377,0110101011110001,0101111110001001
27378,0110101011110010,0101111110001011
27379,0110101011110011,0101111110001010
27380,0110101011110100,0101111110001110
27381,0110101011110101,0101111110001111
27382,0110101011110110,0101111110001101
27383,0110101011110111,0101111110001100
27384,0110101011111000,0101111110000100
27385,0110101011111001,0101111110000101
27386,0110101011111010,0101111110000111
27387,0110101011111011,0101111110000110
27388,0110101011111100,0101111110000010
27389,0110101011111101,0101111110000011
27390,0110101011111110,0101111110000001
27391,0110101011111111,0101111110000000
27392,0110101100000000,0101111010000000
27393,0110101100000001,0101111010000001
27394,0110101100000010,0101111010000011
27395,0110101100000011,0101111010000010
27396,0110101100000100,0101111010000110
27397,0110101100000101,0101111010000111
27398,0110101100000110,0101111010000101
27399,0110101100000111,0101111010000100
27400,0110101100001000,0101111010001100
27401,0110101100001001,0101111010001101
27402,0110101100001010,0101111010001111
27403,0110101100001011,0101111010001110
27404,0110101100001100,0101111010001010
27405,0110101100001101,0101111010001011
27406,0110101100001110,0101111010001001
27407,0110101100001111,0101111010001000
27408,0110101100010000,0101111010011000
27409,0110101100010001,0101111010011001
27410,0110101100010010,0101111010011011
27411,0110101100010011,0101111010011010
27412,0110101100010100,0101111010011110
27413,0110101100010101,0101111010011111
27414,0110101100010110,0101111010011101
27415,0110101100010111,0101111010011100
27416,0110101100011000,0101111010010100
27417,0110101100011001,0101111010010101
27418,0110101100011010,0101111010010111
27419,0110101100011011,0101111010010110
27420,0110101100011100,0101111010010010
27421,0110101100011101,0101111010010011
27422,0110101100011110,0101111010010001
27423,0110101100011111,0101111010010000
27424,0110101100100000,0101111010110000
27425,0110101100100001,0101111010110001
27426,0110101100100010,0101111010110011
27427,0110101100100011,0101111010110010
27428,0110101100100100,0101111010110110
27429,0110101100100101,0101111010110111
27430,0110101100100110,0101111010110101
27431,0110101100100111,0101111010110100
27432,0110101100101000,0101111010111100
27433,0110101100101001,0101111010111101
27434,0110101100101010,0101111010111111
27435,0110101100101011,0101111010111110
27436,0110101100101100,0101111010111010
27437,0110101100101101,0101111010111011
27438,0110101100101110,0101111010111001
27439,0110101100101111,0101111010111000
27440,0110101100110000,0101111010101000
27441,0110101100110001,0101111010101001
27442,0110101100110010,0101111010101011
27443,0110101100110011,0101111010101010
27444,0110101100110100,0101111010101110
27445,0110101100110101,0101111010101111
27446,0110101100110110,0101111010101101
27447,0110101100110111,0101111010101100
27448,0110101100111000,0101111010100100
27449,0110101100111001,0101111010100101
27450,0110101100111010,0101111010100111
27451,0110101100111011,0101111010100110
27452,0110101100111100,0101111010100010
27453,0110101100111101,0101111010100011
27454,0110101100111110,0101111010100001
27455,0110101100111111,0101111010100000
27456,0110101101000000,0101111011100000
27457,0110101101000001,0101111011100001
27458,0110101101000010,0101111011100011
27459,0110101101000011,0101111011100010
27460,0110101101000100,0101111011100110
27461,0110101101000101,0101111011100111
27462,0110101101000110,0101111011100101
27463,0110101101000111,0101111011100100
27464,0110101101001000,0101111011101100
27465,0110101101001001,0101111011101101
27466,0110101101001010,0101111011101111
27467,0110101101001011,0101111011101110
27468,0110101101001100,0101111011101010
27469,0110101101001101,0101111011101011
27470,0110101101001110,0101111011101001
27471,0110101101001111,0101111011101000
27472,0110101101010000,0101111011111000
27473,0110101101010001,0101111011111001
27474,0110101101010010,0101111011111011
27475,0110101101010011,0101111011111010
27476,0110101101010100,0101111011111110
27477,0110101101010101,0101111011111111
27478,0110101101010110,0101111011111101
27479,0110101101010111,0101111011111100
27480,0110101101011000,0101111011110100
27481,0110101101011001,0101111011110101
27482,0110101101011010,0101111011110111
27483,0110101101011011,0101111011110110
27484,0110101101011100,0101111011110010
27485,0110101101011101,0101111011110011
27486,0110101101011110,0101111011110001
27487,0110101101011111,0101111011110000
27488,0110101101100000,0101111011010000
27489,0110101101100001,0101111011010001
27490,0110101101100010,0101111011010011
27491,0110101101100011,0101111011010010
27492,0110101101100100,0101111011010110
27493,0110101101100101,0101111011010111
27494,0110101101100110,0101111011010101
27495,0110101101100111,0101111011010100
27496,0110101101101000,0101111011011100
27497,0110101101101001,0101111011011101
27498,0110101101101010,0101111011011111
27499,0110101101101011,0101111011011110
27500,0110101101101100,0101111011011010
27501,0110101101101101,0101111011011011
27502,0110101101101110,0101111011011001
27503,0110101101101111,0101111011011000
27504,0110101101110000,0101111011001000
27505,0110101101110001,0101111011001001
27506,0110101101110010,0101111011001011
27507,0110101101110011,0101111011001010
27508,0110101101110100,0101111011001110
27509,0110101101110101,0101111011001111
27510,0110101101110110,0101111011001101
27511,0110101101110111,0101111011001100
27512,0110101101111000,0101111011000100
27513,0110101101111001,0101111011000101
27514,0110101101111010,0101111011000111
27515,0110101101111011,0101111011000110
27516,0110101101111100,0101111011000010
27517,0110101101111101,0101111011000011
27518,0110101101111110,0101111011000001
27519,0110101101111111,0101111011000000
27520,0110101110000000,0101111001000000
27521,0110101110000001,0101111001000001
27522,0110101110000010,0101111001000011
27523,0110101110000011,0101111001000010
27524,0110101110000100,0101111001000110
27525,0110101110000101,0101111001000111
27526,0110101110000110,0101111001000101
27527,0110101110000111,0101111001000100
27528,0110101110001000,0101111001001100
27529,0110101110001001,0101111001001101
27530,0110101110001010,0101111001001111
27531,0110101110001011,0101111001001110
27532,0110101110001100,0101111001001010
27533,0110101110001101,0101111001001011
27534,0110101110001110,0101111001001001
27535,0110101110001111,0101111001001000
27536,0110101110010000,0101111001011000
27537,0110101110010001,0101111001011001
27538,0110101110010010,0101111001011011
27539,0110101110010011,0101111001011010
27540,0110101110010100,0101111001011110
27541,0110101110010101,0101111001011111
27542,0110101110010110,0101111001011101
27543,0110101110010111,0101111001011100
27544,0110101110011000,0101111001010100
27545,0110101110011001,0101111001010101
27546,0110101110011010,0101111001010111
27547,0110101110011011,0101111001010110
27548,0110101110011100,0101111001010010
27549,0110101110011101,0101111001010011
27550,0110101110011110,0101111001010001
27551,0110101110011111,0101111001010000
27552,0110101110100000,0101111001110000
27553,0110101110100001,0101111001110001
27554,0110101110100010,0101111001110011
27555,0110101110100011,0101111001110010
27556,0110101110100100,0101111001110110
27557,0110101110100101,0101111001110111
27558,0110101110100110,0101111001110101
27559,0110101110100111,0101111001110100
27560,0110101110101000,0101111001111100
27561,0110101110101001,0101111001111101
27562,0110101110101010,0101111001111111
27563,0110101110101011,0101111001111110
27564,0110101110101100,0101111001111010
27565,0110101110101101,0101111001111011
27566,0110101110101110,0101111001111001
27567,0110101110101111,0101111001111000
27568,0110101110110000,0101111001101000
27569,0110101110110001,0101111001101001
27570,0110101110110010,0101111001101011
27571,0110101110110011,0101111001101010
27572,0110101110110100,0101111001101110
27573,0110101110110101,0101111001101111
27574,0110101110110110,0101111001101101
27575,0110101110110111,0101111001101100
27576,0110101110111000,0101111001100100
27577,0110101110111001,0101111001100101
27578,0110101110111010,0101111001100111
27579,0110101110111011,0101111001100110
27580,0110101110111100,0101111001100010
27581,0110101110111101,0101111001100011
27582,0110101110111110,0101111001100001
27583,0110101110111111,0101111001100000
27584,0110101111000000,0101111000100000
27585,0110101111000001,0101111000100001
27586,0110101111000010,0101111000100011
27587,0110101111000011,0101111000100010
27588,0110101111000100,0101111000100110
27589,0110101111000101,0101111000100111
27590,0110101111000110,0101111000100101
27591,0110101111000111,0101111000100100
27592,0110101111001000,0101111000101100
27593,0110101111001001,0101111000101101
27594,0110101111001010,0101111000101111
27595,0110101111001011,0101111000101110
27596,0110101111001100,0101111000101010
27597,0110101111001101,0101111000101011
27598,0110101111001110,0101111000101001
27599,0110101111001111,0101111000101000
27600,0110101111010000,0101111000111000
27601,0110101111010001,0101111000111001
27602,0110101111010010,0101111000111011
27603,0110101111010011,0101111000111010
27604,0110101111010100,0101111000111110
27605,0110101111010101,0101111000111111
27606,0110101111010110,0101111000111101
27607,0110101111010111,0101111000111100
27608,0110101111011000,0101111000110100
27609,0110101111011001,0101111000110101
27610,0110101111011010,0101111000110111
27611,0110101111011011,0101111000110110
27612,0110101111011100,0101111000110010
27613,0110101111011101,0101111000110011
27614,0110101111011110,0101111000110001
27615,0110101111011111,0101111000110000
27616,0110101111100000,0101111000010000
27617,0110101111100001,0101111000010001
27618,0110101111100010,0101111000010011
27619,0110101111100011,0101111000010010
27620,0110101111100100,0101111000010110
27621,0110101111100101,0101111000010111
27622,0110101111100110,0101111000010101
27623,0110101111100111,0101111000010100
27624,0110101111101000,0101111000011100
27625,0110101111101001,0101111000011101
27626,0110101111101010,0101111000011111
27627,0110101111101011,0101111000011110
27628,0110101111101100,0101111000011010
27629,0110101111101101,0101111000011011
27630,0110101111101110,0101111000011001
27631,0110101111101111,0101111000011000
27632,0110101111110000,0101111000001000
27633,0110101111110001,0101111000001001
27634,0110101111110010,0101111000001011
27635,0110101111110011,0101111000001010
27636,0110101111110100,0101111000001110
27637,0110101111110101,0101111000001111
27638,0110101111110110,0101111000001101
27639,0110101111110111,0101111000001100
27640,0110101111111000,0101111000000100
27641,0110101111111001,0101111000000101
27642,0110101111111010,0101111000000111
27643,0110101111111011,0101111000000110
27644,0110101111111100,0101111000000010
27645,0110101111111101,0101111000000011
27646,0110101111111110,0101111000000001
27647,0110101111111111,0101111000000000
