dec,bin,gray
27648,0110110000000000,0101101000000000
27649,0110110000000001,0101101000000001
27650,0110110000000010,0101101000000011
27651,0110110000000011,0101101000000010
27652,0110110000000100,0101101000000110
27653,0110110000000101,0101101000000111
27654,0110110000000110,0101101000000101
27655,0110110000000111,0101101000000100
27656,0110110000001000,0101101000001100
27657,0110110000001001,0101101000001101
27658,0110110000001010,0101101000001111
27659,0110110000001011,0101101000001110
27660,0110110000001100,0101101000001010
27661,0110110000001101,0101101000001011
27662,0110110000001110,0101101000001001
27663,0110110000001111,0101101000001000
27664,0110110000010000,0101101000011000
27665,0110110000010001,0101101000011001
27666,0110110000010010,0101101000011011
27667,0110110000010011,0101101000011010
27668,0110110000010100,0101101000011110
27669,0110110000010101,0101101000011111
27670,0110110000010110,0101101000011101
27671,0110110000010111,0101101000011100
27672,0110110000011000,0101101000010100
27673,0110110000011001,0101101000010101
27674,0110110000011010,0101101000010111
27675,0110110000011011,0101101000010110
27676,0110110000011100,0101101000010010
27677,0110110000011101,0101101000010011
27678,0110110000011110,0101101000010001
27679,0110110000011111,0101101000010000
27680,0110110000100000,0101101000110000
27681,0110110000100001,0101101000110001
27682,0110110000100010,0101101000110011
27683,0110110000100011,0101101000110010
27684,0110110000100100,0101101000110110
27685,0110110000100101,0101101000110111
27686,0110110000100110,0101101000110101
27687,0110110000100111,0101101000110100
27688,0110110000101000,0101101000111100
27689,0110110000101001,0101101000111101
27690,0110110000101010,0101101000111111
27691,0110110000101011,0101101000111110
27692,0110110000101100,0101101000111010
27693,0110110000101101,0101101000111011
27694,0110110000101110,0101101000111001
27695,0110110000101111,0101101000111000
27696,0110110000110000,0101101000101000
27697,0110110000110001,0101101000101001
27698,0110110000110010,0101101000101011
27699,0110110000110011,0101101000101010
27700,0110110000110100,0101101000101110
27701,0110110000110101,0101101000101111
27702,0110110000110110,0101101000101101
27703,0110110000110111,0101101000101100
27704,0110110000111000,0101101000100100
27705,0110110000111001,0101101000100101
27706,0110110000111010,0101101000100111
27707,0110110000111011,0101101000100110
27708,0110110000111100,0101101000100010
27709,0110110000111101,0101101000100011
27710,0110110000111110,0101101000100001
27711,0110110000111111,0101101000100000
27712,0110110001000000,0101101001100000
27713,0110110001000001,0101101001100001
27714,0110110001000010,0101101001100011
27715,0110110001000011,0101101001100010
27716,0110110001000100,0101101001100110
27717,0110110001000101,0101101001100111
27718,0110110001000110,0101101001100101
27719,0110110001000111,0101101001100100
27720,0110110001001000,0101101001101100
27721,0110110001001001,0101101001101101
27722,0110110001001010,0101101001101111
27723,0110110001001011,0101101001101110
27724,0110110001001100,0101101001101010
27725,0110110001001101,0101101001101011
27726,0110110001001110,0101101001101001
27727,0110110001001111,0101101001101000
27728,0110110001010000,0101101001111000
27729,0110110001010001,0101101001111001
27730,0110110001010010,0101101001111011
27731,0110110001010011,0101101001111010
27732,0110110001010100,0101101001111110
27733,0110110001010101,0101101001111111
27734,0110110001010110,0101101001111101
27735,0110110001010111,0101101001111100
27736,0110110001011000,0101101001110100
27737,0110110001011001,0101101001110101
27738,0110110001011010,0101101001110111
27739,0110110001011011,0101101001110110
27740,0110110001011100,0101101001110010
27741,0110110001011101,0101101001110011
27742,0110110001011110,0101101001110001
27743,0110110001011111,0101101001110000
27744,0110110001100000,0101101001010000
27745,0110110001100001,0101101001010001
27746,0110110001100010,0101101001010011
27747,0110110001100011,0101101001010010
27748,0110110001100100,0101101001010110
27749,0110110001100101,0101101001010111
27750,0110110001100110,0101101001010101
27751,0110110001100111,0101101001010100
27752,0110110001101000,0101101001011100
27753,0110110001101001,0101101001011101
27754,0110110001101010,0101101001011111
27755,0110110001101011,0101101001011110
27756,0110110001101100,0101101001011010
27757,0110110001101101,0101101001011011
27758,0110110001101110,0101101001011001
27759,0110110001101111,0101101001011000
27760,0110110001110000,0101101001001000
27761,0110110001110001,0101101001001001
27762,0110110001110010,0101101001001011
27763,0110110001110011,0101101001001010
27764,0110110001110100,0101101001001110
27765,0110110001110101,0101101001001111
27766,0110110001110110,0101101001001101
27767,0110110001110111,0101101001001100
27768,0110110001111000,0101101001000100
27769,0110110001111001,0101101001000101
27770,0110110001111010,0101101001000111
27771,0110110001111011,0101101001000110
27772,0110110001111100,0101101001000010
27773,0110110001111101,0101101001000011
27774,0110110001111110,0101101001000001
27775,0110110001111111,0101101001000000
27776,0110110010000000,0101101011000000
27777,0110110010000001,0101101011000001
27778,0110110010000010,0101101011000011
27779,0110110010000011,0101101011000010
27780,0110110010000100,0101101011000110
27781,0110110010000101,0101101011000111
27782,0110110010000110,0101101011000101
27783,0110110010000111,0101101011000100
27784,0110110010001000,0101101011001100
27785,0110110010001001,0101101011001101
27786,0110110010001010,0101101011001111
27787,0110110010001011,0101101011001110
27788,0110110010001100,0101101011001010
27789,0110110010001101,0101101011001011
27790,0110110010001110,0101101011001001
27791,0110110010001111,0101101011001000
27792,0110110010010000,0101101011011000
27793,0110110010010001,0101101011011001
27794,0110110010010010,0101101011011011
27795,0110110010010011,0101101011011010
27796,0110110010010100,0101101011011110
27797,0110110010010101,0101101011011111
27798,0110110010010110,0101101011011101
27799,0110110010010111,0101101011011100
27800,0110110010011000,0101101011010100
27801,0110110010011001,0101101011010101
27802,0110110010011010,0101101011010111
27803,0110110010011011,0101101011010110
27804,0110110010011100,0101101011010010
27805,0110110010011101,0101101011010011
27806,0110110010011110,0101101011010001
27807,0110110010011111,0101101011010000
27808,0110110010100000,0101101011110000
27809,0110110010100001,0101101011110001
27810,0110110010100010,0101101011110011
27811,0110110010100011,0101101011110010
27812,0110110010100100,0101101011110110
27813,0110110010100101,0101101011110111
27814,0110110010100110,0101101011110101
27815,0110110010100111,0101101011110100
27816,0110110010101000,0101101011111100
27817,0110110010101001,0101101011111101
27818,0110110010101010,0101101011111111
27819,0110110010101011,0101101011111110
27820,0110110010101100,0101101011111010
27821,0110110010101101,0101101011111011
27822,0110110010101110,0101101011111001
27823,0110110010101111,0101101011111000
27824,0110110010110000,0101101011101000
27825,0110110010110001,0101101011101001
27826,0110110010110010,0101101011101011
27827,0110110010110011,0101101011101010
27828,0110110010110100,0101101011101110
27829,0110110010110101,0101101011101111
27830,0110110010110110,0101101011101101
27831,0110110010110111,0101101011101100
27832,0110110010111000,0101101011100100
27833,0110110010111001,0101101011100101
27834,0110110010111010,0101101011100111
27835,0110110010111011,0101101011100110
27836,0110110010111100,0101101011100010
27837,0110110010111101,0101101011100011
27838,0110110010111110,0101101011100001
27839,0110110010111111,0101101011100000
27840,0110110011000000,0101101010100000
27841,0110110011000001,0101101010100001
27842,0110110011000010,0101101010100011
27843,0110110011000011,0101101010100010
27844,0110110011000100,0101101010100110
27845,0110110011000101,0101101010100111
27846,0110110011000110,0101101010100101
27847,0110110011000111,0101101010100100
27848,0110110011001000,0101101010101100
27849,0110110011001001,0101101010101101
27850,0110110011001010,0101101010101111
27851,0110110011001011,0101101010101110
27852,0110110011001100,0101101010101010
27853,0110110011001101,0101101010101011
27854,0110110011001110,0101101010101001
27855,0110110011001111,0101101010101000
27856,0110110011010000,0101101010111000
27857,0110110011010001,0101101010111001
27858,0110110011010010,0101101010111011
27859,0110110011010011,0101101010111010
27860,0110110011010100,0101101010111110
27861,0110110011010101,0101101010111111
27862,0110110011010110,0101101010111101
27863,0110110011010111,0101101010111100
27864,0110110011011000,0101101010110100
27865,0110110011011001,0101101010110101
27866,0110110011011010,0101101010110111
27867,0110110011011011,0101101010110110
27868,0110110011011100,0101101010110010
27869,0110110011011101,0101101010110011
27870,0110110011011110,0101101010110001
27871,0110110011011111,0101101010110000
27872,0110110011100000,0101101010010000
27873,0110110011100001,0101101010010001
27874,0110110011100010,0101101010010011
27875,0110110011100011,0101101010010010
27876,0110110011100100,0101101010010110
27877,0110110011100101,0101101010010111
27878,0110110011100110,0101101010010101
27879,0110110011100111,0101101010010100
27880,0110110011101000,0101101010011100
27881,0110110011101001,0101101010011101
27882,0110110011101010,0101101010011111
27883,0110110011101011,0101101010011110
27884,0110110011101100,0101101010011010
27885,0110110011101101,0101101010011011
27886,0110110011101110,0101101010011001
27887,0110110011101111,0101101010011000
27888,0110110011110000,0101101010001000
27889,0110110011110001,0101101010001001
27890,0110110011110010,0101101010001011
27891,0110110011110011,0101101010001010
27892,0110110011110100,0101101010001110
27893,0110110011110101,0101101010001111
27894,0110110011110110,0101101010001101
27895,0110110011110111,0101101010001100
27896,0110110011111000,0101101010000100
27897,0110110011111001,0101101010000101
27898,0110110011111010,0101101010000111
27899,0110110011111011,0101101010000110
27900,0110110011111100,0101101010000010
27901,0110110011111101,0101101010000011
27902,0110110011111110,0101101010000001
27903,0110110011111111,0101101010000000
27904,0110110100000000,0101101110000000
27905,0110110100000001,0101101110000001
27906,0110110100000010,0101101110000011
27907,0110110100000011,0101101110000010
27908,0110110100000100,0101101110000110
27909,0110110100000101,0101101110000111
27910,0110110100000110,0101101110000101
27911,0110110100000111,0101101110000100
27912,0110110100001000,0101101110001100
27913,0110110100001001,0101101110001101
27914,0110110100001010,0101101110001111
27915,0110110100001011,0101101110001110
27916,0110110100001100,0101101110001010
27917,0110110100001101,0101101110001011
27918,0110110100001110,0101101110001001
27919,0110110100001111,0101101110001000
27920,0110110100010000,0101101110011000
27921,0110110100010001,0101101110011001
27922,0110110100010010,0101101110011011
27923,0110110100010011,0101101110011010
27924,0110110100010100,0101101110011110
27925,0110110100010101,0101101110011111
27926,0110110100010110,0101101110011101
27927,0110110100010111,0101101110011100
27928,0110110100011000,0101101110010100
27929,0110110100011001,0101101110010101
27930,0110110100011010,0101101110010111
27931,0110110100011011,0101101110010110
27932,0110110100011100,0101101110010010
27933,0110110100011101,0101101110010011
27934,0110110100011110,0101101110010001
27935,0110110100011111,0101101110010000
27936,0110110100100000,0101101110110000
27937,0110110100100001,0101101110110001
27938,0110110100100010,0101101110110011
27939,0110110100100011,0101101110110010
27940,0110110100100100,0101101110110110
27941,0110110100100101,0101101110110111
27942,0110110100100110,0101101110110101
27943,0110110100100111,0101101110110100
27944,0110110100101000,0101101110111100
27945,0110110100101001,0101101110111101
27946,0110110100101010,0101101110111111
27947,0110110100101011,0101101110111110
27948,0110110100101100,0101101110111010
27949,0110110100101101,0101101110111011
